Company,TypeName,Inches,ScreenResolution,Cpu,Ram,Memory,Gpu,OpSys,Weight,Price,Touchscreen,Ips,X_res,Y_res,ppi,Cpu Name,Cpu brand,HDD,SSD,Hybrid,Flash_Storage,Gpu brand,os,gpu_AMD,gpu_Intel,gpu_Nvidia,cpu_brand_AMD Processor,cpu_brand_Intel Core i3,cpu_brand_Intel Core i5,cpu_brand_Intel Core i7,cpu_brand_Other Intel Processor
Lenovo,Notebook,14.0,Full HD 1920x1080,Intel Core i5 6200U 2.3GHz,8,180 SSD,Intel HD Graphics 520,Windows 7,1.7,63882.72,0,0,1920,1080,157.3505121487356,Intel Core i5,Intel Core i5,0,180,0,0,Intel,Windows,0,1,0,0,0,1,0,0
HP,Gaming,17.3,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16,256 SSD +  1000 HDD,Nvidia GeForce GTX 1050,Windows 10,3.78,79813.44,0,1,1920,1080,127.33567457123111,Intel Core i7,Intel Core i7,1000,256,0,0,Nvidia,Windows,0,0,1,0,0,0,1,0
Lenovo,2 in 1 Convertible,13.3,IPS Panel Quad HD+ / Touchscreen 3200x1800,Intel Core i5 6260U 1.8GHz,8,256 SSD,Intel HD Graphics 540,Windows 10,1.3,63882.72,1,1,3200,1800,276.053530085501,Intel Core i5,Intel Core i5,0,256,0,0,Intel,Windows,0,1,0,0,0,1,0,0
Acer,Gaming,15.6,IPS Panel Full HD 1920x1080,Intel Core i5 7300HQ 2.5GHz,8,256 SSD,Nvidia GeForce GTX 1050,Windows 10,2.5,45074.88,0,1,1920,1080,141.21199808219862,Intel Core i5,Intel Core i5,0,256,0,0,Nvidia,Windows,0,0,1,0,0,1,0,0
Acer,Notebook,14.0,IPS Panel Full HD 1920x1080,Intel Core i3 7100U 2.4GHz,8,128 SSD,Intel HD Graphics 620,Windows 10,1.5,32980.32,0,1,1920,1080,157.3505121487356,Intel Core i3,Intel Core i3,0,128,0,0,Intel,Windows,0,1,0,0,1,0,0,0
Lenovo,2 in 1 Convertible,13.9,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i7 7500U 2.7GHz,8,256 SSD,Intel HD Graphics 620,Windows 10,1.38,71874.72,1,1,1920,1080,158.48253022174808,Intel Core i7,Intel Core i7,0,256,0,0,Intel,Windows,0,1,0,0,0,0,1,0
Lenovo,2 in 1 Convertible,10.1,IPS Panel Touchscreen 1920x1200,Intel Atom x5-Z8550 1.44GHz,4,64 Flash Storage,Intel HD Graphics 400,Android,0.69,16996.32,1,1,1920,1200,224.17380907857276,Intel Atom x5-Z8550,Other Intel Processor,0,0,0,64,Intel,Others/No OS/Linux,0,1,0,0,0,0,0,1
Lenovo,Ultrabook,14.0,IPS Panel 2560x1440,Intel Core i7 7500U 2.7GHz,16,1000 SSD,Intel HD Graphics 620,Windows 10,1.13,139860.0,0,1,2560,1440,209.8006828649808,Intel Core i7,Intel Core i7,0,1000,0,0,Intel,Windows,0,1,0,0,0,0,1,0
Dell,Notebook,15.6,Full HD 1920x1080,Intel Core i7 8550U 1.8GHz,8,128 SSD +  1000 HDD,AMD Radeon 530,Windows 10,2.36,52161.12,0,0,1920,1080,141.21199808219862,Intel Core i7,Intel Core i7,1000,128,0,0,AMD,Windows,1,0,0,0,0,0,1,0
Dell,Gaming,17.3,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,32,1000 SSD +  1000 HDD,Nvidia GeForce GTX 1070M,Windows 10,4.42,191211.264,0,1,1920,1080,127.33567457123111,Intel Core i7,Intel Core i7,1000,1000,0,0,Nvidia,Windows,0,0,1,0,0,0,1,0
Dell,Notebook,17.3,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8,1000 HDD,AMD Radeon R7 M445,Linux,2.83,46087.2,0,0,1920,1080,127.33567457123111,Intel Core i7,Intel Core i7,1000,0,0,0,AMD,Others/No OS/Linux,1,0,0,0,0,0,1,0
Lenovo,Notebook,14.0,IPS Panel Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8,256 SSD,Intel HD Graphics 620,Windows 10,1.58,78854.4,0,1,1920,1080,157.3505121487356,Intel Core i7,Intel Core i7,0,256,0,0,Intel,Windows,0,1,0,0,0,0,1,0
Lenovo,Notebook,15.6,IPS Panel 4K Ultra HD 3840x2160,Intel Xeon E3-1535M v6 3.1GHz,32,1000 SSD,Nvidia Quadro M2200M,Windows 10,2.5,261018.72,0,1,3840,2160,282.42399616439724,Intel Xeon E3-1535M,Other Intel Processor,0,1000,0,0,Nvidia,Windows,0,0,1,0,0,0,0,1
HP,Notebook,15.6,1366x768,AMD A12-Series 9700P 2.5GHz,8,2000 HDD,AMD Radeon R7 Graphics,Windows 10,2.04,33513.119999999995,0,0,1366,768,100.45466986113651,AMD A12-Series 9700P,AMD Processor,2000,0,0,0,AMD,Windows,1,0,0,1,0,0,0,0
Dell,Notebook,14.0,1366x768,Intel Core i5 7200U 2.5GHz,8,256 SSD,Intel HD Graphics 620,Windows 10,1.6,60031.1088,0,0,1366,768,111.93520355955211,Intel Core i5,Intel Core i5,0,256,0,0,Intel,Windows,0,1,0,0,0,1,0,0
HP,Notebook,15.6,1366x768,Intel Core i3 6100U 2.3GHz,4,500 HDD,Intel HD Graphics 520,Windows 10,2.31,37570.392,0,0,1366,768,100.45466986113651,Intel Core i3,Intel Core i3,500,0,0,0,Intel,Windows,0,1,0,0,1,0,0,0
Lenovo,Gaming,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8,128 SSD +  1000 HDD,Nvidia GeForce GTX 1050,Windows 10,2.5,55837.44,0,1,1920,1080,141.21199808219862,Intel Core i7,Intel Core i7,1000,128,0,0,Nvidia,Windows,0,0,1,0,0,0,1,0
Lenovo,Ultrabook,14.0,IPS Panel Full HD 2560x1440,Intel Core i7 7700HQ 2.8GHz,8,512 SSD,Nvidia GeForce GT 940MX,Windows 10,1.7,103523.04,0,1,2560,1440,209.8006828649808,Intel Core i7,Intel Core i7,0,512,0,0,Nvidia,Windows,0,0,1,0,0,0,1,0
Razer,Gaming,14.0,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16,512 SSD,Nvidia GeForce GTX 1060,Windows 10,1.95,154458.72,0,0,1920,1080,157.3505121487356,Intel Core i7,Intel Core i7,0,512,0,0,Nvidia,Windows,0,0,1,0,0,0,1,0
Lenovo,2 in 1 Convertible,13.9,IPS Panel 4K Ultra HD / Touchscreen 3840x2160,Intel Core i7 8550U 1.8GHz,16,512 SSD,Intel UHD Graphics 620,Windows 10,1.4,111834.72,1,1,3840,2160,316.96506044349616,Intel Core i7,Intel Core i7,0,512,0,0,Intel,Windows,0,1,0,0,0,0,1,0
Dell,Notebook,15.6,1366x768,Intel Core i5 7200U 2.5GHz,8,128 SSD,Intel HD Graphics 620,Windows 10,2.18,38041.3872,0,0,1366,768,100.45466986113651,Intel Core i5,Intel Core i5,0,128,0,0,Intel,Windows,0,1,0,0,0,1,0,0
MSI,Gaming,17.3,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16,512 SSD +  1000 HDD,Nvidia GeForce GTX 1070,Windows 10,4.14,133146.72,0,0,1920,1080,127.33567457123111,Intel Core i7,Intel Core i7,1000,512,0,0,Nvidia,Windows,0,0,1,0,0,0,1,0
Lenovo,Ultrabook,14.0,2560x1440,Intel Core i7 7500U 2.7GHz,24,512 SSD,Intel HD Graphics 620,Windows 10,1.32,126912.96,0,0,2560,1440,209.8006828649808,Intel Core i7,Intel Core i7,0,512,0,0,Intel,Windows,0,1,0,0,0,0,1,0
Acer,Notebook,15.6,1366x768,Intel Celeron Dual Core N3060 1.6GHz,4,500 HDD,Intel HD Graphics 400,Linux,2.4,15397.92,0,0,1366,768,100.45466986113651,Intel Celeron Dual,Other Intel Processor,500,0,0,0,Intel,Others/No OS/Linux,0,1,0,0,0,0,0,1
Dell,2 in 1 Convertible,13.3,Full HD / Touchscreen 1920x1080,Intel Core i5 7Y54 1.2GHz,8,256 SSD,Intel HD Graphics 615,Windows 10,1.24,101178.72,1,0,1920,1080,165.6321180513006,Intel Core i5,Intel Core i5,0,256,0,0,Intel,Windows,0,1,0,0,0,1,0,0
HP,Notebook,13.3,Full HD 1920x1080,Intel Core i7 8550U 1.8GHz,16,512 SSD,Intel UHD Graphics 620,Windows 10,1.49,63776.16,0,0,1920,1080,165.6321180513006,Intel Core i7,Intel Core i7,0,512,0,0,Intel,Windows,0,1,0,0,0,0,1,0
Asus,Notebook,15.6,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8,256 SSD +  1000 HDD,Intel HD Graphics 620,Windows 10,2.0,65214.72,0,0,1920,1080,141.21199808219862,Intel Core i7,Intel Core i7,1000,256,0,0,Intel,Windows,0,1,0,0,0,0,1,0
Lenovo,Notebook,17.3,1600x900,Intel Core i5 7200U 2.5GHz,6,1000 HDD,Nvidia GeForce GTX 940M,Windows 10,2.8,34578.72,0,0,1600,900,106.11306214269258,Intel Core i5,Intel Core i5,1000,0,0,0,Nvidia,Windows,0,0,1,0,0,1,0,0
Lenovo,Notebook,15.6,Full HD 1920x1080,Intel Core i3 6006U 2GHz,4,256 SSD,Intel HD Graphics 520,No OS,2.2,23656.32,0,0,1920,1080,141.21199808219862,Intel Core i3,Intel Core i3,0,256,0,0,Intel,Others/No OS/Linux,0,1,0,0,1,0,0,0
Acer,Notebook,15.6,Full HD 1920x1080,Intel Core i7 8550U 1.8GHz,8,1000 HDD,Nvidia GeForce MX150,Windows 10,2.2,36709.92,0,0,1920,1080,141.21199808219862,Intel Core i7,Intel Core i7,1000,0,0,0,Nvidia,Windows,0,0,1,0,0,0,1,0
Dell,Ultrabook,12.5,1366x768,Intel Core i3 6100U 2.3GHz,4,128 SSD,Intel HD Graphics 520,Windows 7,1.5,62176.1616,0,0,1366,768,125.36742798669837,Intel Core i3,Intel Core i3,0,128,0,0,Intel,Windows,0,1,0,0,1,0,0,0
Dell,Ultrabook,12.5,Full HD 1920x1080,Intel Core i7 7600U 2.8GHz,16,256 SSD,Intel HD Graphics 620,Windows 10,1.18,99047.52,0,0,1920,1080,176.23257360658386,Intel Core i7,Intel Core i7,0,256,0,0,Intel,Windows,0,1,0,0,0,0,1,0
HP,Notebook,15.6,IPS Panel Full HD 1920x1080,Intel Core i5 7300HQ 2.5GHz,8,128 SSD +  1000 HDD,Nvidia GeForce GTX 1050,Windows 10,2.2,58554.72,0,1,1920,1080,141.21199808219862,Intel Core i5,Intel Core i5,1000,128,0,0,Nvidia,Windows,0,0,1,0,0,1,0,0
Asus,Gaming,17.3,Full HD 1920x1080,AMD Ryzen 1700 3GHz,16,256 SSD +  1000 HDD,AMD Radeon RX 580,Windows 10,3.2,82530.72,0,0,1920,1080,127.33567457123111,AMD Ryzen 1700,AMD Processor,1000,256,0,0,AMD,Windows,1,0,0,1,0,0,0,0
Dell,Notebook,17.3,Full HD / Touchscreen 1920x1080,Intel Core i7 8550U 1.8GHz,16,512 SSD,Nvidia GeForce 150MX,Windows 10,2.77,82530.72,1,0,1920,1080,127.33567457123111,Intel Core i7,Intel Core i7,0,512,0,0,Nvidia,Windows,0,0,1,0,0,0,1,0
Lenovo,Notebook,15.6,IPS Panel Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8,256 SSD,Intel HD Graphics 620,Windows 10,2.3,48538.08,0,1,1920,1080,141.21199808219862,Intel Core i5,Intel Core i5,0,256,0,0,Intel,Windows,0,1,0,0,0,1,0,0
Lenovo,Workstation,15.6,Full HD 1920x1080,Intel Core i7 6500U 2.5GHz,16,512 SSD,Nvidia Quadro M520M,Windows 7,2.18,98834.4,0,0,1920,1080,141.21199808219862,Intel Core i7,Intel Core i7,0,512,0,0,Nvidia,Windows,0,0,1,0,0,0,1,0
Dell,Notebook,14.0,1366x768,Intel Core i3 6100U 2.3GHz,8,128 SSD,Intel HD Graphics 520,Windows 10,1.79,39427.2,0,0,1366,768,111.93520355955211,Intel Core i3,Intel Core i3,0,128,0,0,Intel,Windows,0,1,0,0,1,0,0,0
Toshiba,Notebook,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 6600U 2.6GHz,16,256 SSD,Nvidia GeForce 930M,Windows 10,2.4,105228.0,0,1,1920,1080,141.21199808219862,Intel Core i7,Intel Core i7,0,256,0,0,Nvidia,Windows,0,0,1,0,0,0,1,0
Lenovo,Notebook,15.6,1366x768,Intel Core i5 6200U 2.3GHz,4,128 SSD,Intel HD Graphics 520,Windows 10,2.1,26267.04,0,0,1366,768,100.45466986113651,Intel Core i5,Intel Core i5,0,128,0,0,Intel,Windows,0,1,0,0,0,1,0,0
Dell,Ultrabook,14.0,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8,256 SSD,Intel HD Graphics 620,Windows 10,1.36,87325.92,0,0,1920,1080,157.3505121487356,Intel Core i5,Intel Core i5,0,256,0,0,Intel,Windows,0,1,0,0,0,1,0,0
Lenovo,2 in 1 Convertible,14.0,IPS Panel Touchscreen 2560x1440,Intel Core i7 6500U 2.5GHz,8,256 SSD,Intel HD Graphics 520,Windows 10,1.27,124621.92,1,1,2560,1440,209.8006828649808,Intel Core i7,Intel Core i7,0,256,0,0,Intel,Windows,0,1,0,0,0,0,1,0
Asus,Netbook,11.6,1366x768,Intel Celeron Dual Core N3350 1.1GHz,2,32 Flash Storage,Intel HD Graphics 500,Windows 10,1.1,13053.6,0,0,1366,768,135.0942111925629,Intel Celeron Dual,Other Intel Processor,0,0,0,32,Intel,Windows,0,1,0,0,0,0,0,1
HP,Workstation,17.3,IPS Panel Full HD 1920x1080,Intel Core i7 6700HQ 2.6GHz,8,256 SSD,Nvidia Quadro M3000M,Windows 7,3.0,210424.032,0,1,1920,1080,127.33567457123111,Intel Core i7,Intel Core i7,0,256,0,0,Nvidia,Windows,0,0,1,0,0,0,1,0
Lenovo,Gaming,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16,256 SSD +  2000 HDD,Nvidia GeForce GTX 1050 Ti,Windows 10,2.4,60153.12,0,1,1920,1080,141.21199808219862,Intel Core i7,Intel Core i7,2000,256,0,0,Nvidia,Windows,0,0,1,0,0,0,1,0
Asus,Gaming,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8,1000 HDD,Nvidia GeForce GTX 1050 Ti,No OS,2.5,62284.32,0,1,1920,1080,141.21199808219862,Intel Core i7,Intel Core i7,1000,0,0,0,Nvidia,Others/No OS/Linux,0,0,1,0,0,0,1,0
Asus,Notebook,13.3,Quad HD+ 3200x1800,Intel Core i5 7200U 2.5GHz,8,256 SSD,Intel HD Graphics 620,Windows 10,1.4,61272.0,0,0,3200,1800,276.053530085501,Intel Core i5,Intel Core i5,0,256,0,0,Intel,Windows,0,1,0,0,0,1,0,0
HP,Notebook,13.3,1366x768,Intel Core i3 7100U 2.4GHz,4,500 HDD,Intel HD Graphics 620,Windows 10,1.49,42624.0,0,0,1366,768,117.82653006268643,Intel Core i3,Intel Core i3,500,0,0,0,Intel,Windows,0,1,0,0,1,0,0,0
Razer,Ultrabook,12.5,Touchscreen / 4K Ultra HD 3840x2160,Intel Core i7 6500U 2.5GHz,8,256 SSD,Intel HD Graphics 520,Windows 10,1.25,54825.12,1,0,3840,2160,352.4651472131677,Intel Core i7,Intel Core i7,0,256,0,0,Intel,Windows,0,1,0,0,0,0,1,0
Dell,Notebook,15.6,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,4,128 SSD,AMD Radeon R5 M420,Linux,2.18,30316.32,0,0,1920,1080,141.21199808219862,Intel Core i5,Intel Core i5,0,128,0,0,AMD,Others/No OS/Linux,1,0,0,0,0,1,0,0
HP,Ultrabook,12.5,1366x768,Intel Core i5 6200U 2.3GHz,4,256 SSD,Intel HD Graphics 520,Windows 10,1.26,66280.31999999999,0,0,1366,768,125.36742798669837,Intel Core i5,Intel Core i5,0,256,0,0,Intel,Windows,0,1,0,0,0,1,0,0
HP,Ultrabook,12.5,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8,256 SSD,Intel HD Graphics 620,Windows 10,1.26,71128.8,0,0,1920,1080,176.23257360658386,Intel Core i7,Intel Core i7,0,256,0,0,Intel,Windows,0,1,0,0,0,0,1,0
MSI,Gaming,17.3,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16,256 SSD +  1000 HDD,Nvidia GeForce GTX 1050 Ti,Windows 10,2.7,85194.72,0,0,1920,1080,127.33567457123111,Intel Core i7,Intel Core i7,1000,256,0,0,Nvidia,Windows,0,0,1,0,0,0,1,0
Toshiba,Ultrabook,13.3,Full HD / Touchscreen 1920x1080,Intel Core i7 6500U 2.5GHz,16,512 SSD,Intel HD Graphics 520,Windows 10,1.36,100006.56,1,0,1920,1080,165.6321180513006,Intel Core i7,Intel Core i7,0,512,0,0,Intel,Windows,0,1,0,0,0,0,1,0
MSI,Gaming,15.6,Full HD 1920x1080,Intel Core i7 6700HQ 2.6GHz,16,128 SSD +  1000 HDD,Nvidia GeForce GTX 970M,Windows 10,1.91,114731.5536,0,0,1920,1080,141.21199808219862,Intel Core i7,Intel Core i7,1000,128,0,0,Nvidia,Windows,0,0,1,0,0,0,1,0
Acer,Notebook,14.0,1366x768,Intel Celeron Dual Core N3060 1.6GHz,2,32 Flash Storage,Intel HD Graphics 400,Chrome OS,1.68,17582.399999999998,0,0,1366,768,111.93520355955211,Intel Celeron Dual,Other Intel Processor,0,0,0,32,Intel,Others/No OS/Linux,0,1,0,0,0,0,0,1
Acer,Ultrabook,14.0,IPS Panel Full HD 1920x1080,Intel Core i7 8550U 1.8GHz,8,256 SSD,Intel UHD Graphics 620,Windows 10,1.6,47099.52,0,1,1920,1080,157.3505121487356,Intel Core i7,Intel Core i7,0,256,0,0,Intel,Windows,0,1,0,0,0,0,1,0
Toshiba,Notebook,14.0,IPS Panel 1366x768,Intel Core i5 6200U 2.3GHz,4,128 SSD,Intel HD Graphics 520,Windows 10,1.75,54345.6,0,1,1366,768,111.93520355955211,Intel Core i5,Intel Core i5,0,128,0,0,Intel,Windows,0,1,0,0,0,1,0,0
Asus,Notebook,15.6,Full HD 1920x1080,Intel Celeron Dual Core N3350 1.1GHz,4,1000 HDD,Intel HD Graphics 500,Windows 10,2.0,18328.32,0,0,1920,1080,141.21199808219862,Intel Celeron Dual,Other Intel Processor,1000,0,0,0,Intel,Windows,0,1,0,0,0,0,0,1
Asus,Notebook,15.6,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,4,1000 HDD,Nvidia GeForce 920,Linux,2.1,27652.32,0,0,1920,1080,141.21199808219862,Intel Core i5,Intel Core i5,1000,0,0,0,Nvidia,Others/No OS/Linux,0,0,1,0,0,1,0,0
HP,Notebook,15.6,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8,1000 HDD,AMD FirePro W4190M ,Windows 10,1.9,67612.31999999999,0,0,1920,1080,141.21199808219862,Intel Core i7,Intel Core i7,1000,0,0,0,AMD,Windows,1,0,0,0,0,0,1,0
Acer,Notebook,15.6,IPS Panel Full HD 1920x1080,Intel Celeron Dual Core 3205U 1.5GHz,4,16 Flash Storage,Intel HD Graphics,Chrome OS,2.2,19127.52,0,1,1920,1080,141.21199808219862,Intel Celeron Dual,Other Intel Processor,0,0,0,16,Intel,Others/No OS/Linux,0,1,0,0,0,0,0,1
Acer,Notebook,15.6,1366x768,Intel Core i3 7100U 2.4GHz,4,1000 HDD,Intel HD Graphics 620,Windows 10,2.4,20459.52,0,0,1366,768,100.45466986113651,Intel Core i3,Intel Core i3,1000,0,0,0,Intel,Windows,0,1,0,0,1,0,0,0
Asus,Gaming,17.3,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16,256 SSD +  1000 HDD,Nvidia GeForce GTX 980M,Windows 10,4.3,95850.72,0,0,1920,1080,127.33567457123111,Intel Core i7,Intel Core i7,1000,256,0,0,Nvidia,Windows,0,0,1,0,0,0,1,0
Lenovo,2 in 1 Convertible,15.6,IPS Panel 4K Ultra HD / Touchscreen 3840x2160,Intel Core i7 7700HQ 2.8GHz,16,512 SSD,Nvidia GeForce GTX 1050,Windows 10,2.0,101178.72,1,1,3840,2160,282.42399616439724,Intel Core i7,Intel Core i7,0,512,0,0,Nvidia,Windows,0,0,1,0,0,0,1,0
Dell,Gaming,17.3,IPS Panel 2560x1440,Intel Core i7 7820HK 2.9GHz,16,256 SSD +  1000 HDD,Nvidia GeForce GTX 1070,Windows 10,4.42,149130.72,0,1,2560,1440,169.78089942830815,Intel Core i7,Intel Core i7,1000,256,0,0,Nvidia,Windows,0,0,1,0,0,0,1,0
Lenovo,Gaming,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8,1000 HDD,Nvidia GeForce GTX 1060,Windows 10,3.2,69210.72,0,1,1920,1080,141.21199808219862,Intel Core i7,Intel Core i7,1000,0,0,0,Nvidia,Windows,0,0,1,0,0,0,1,0
Lenovo,Notebook,14.0,1366x768,Intel Celeron Dual Core N3050 1.6GHz,2,64 Flash Storage,Intel HD Graphics,Windows 10,1.5,12201.12,0,0,1366,768,111.93520355955211,Intel Celeron Dual,Other Intel Processor,0,0,0,64,Intel,Windows,0,1,0,0,0,0,0,1
Acer,Notebook,17.3,IPS Panel Full HD 1920x1080,Intel Core i3 7130U 2.7GHz,4,256 SSD,Nvidia GeForce MX130,Windows 10,3.0,37402.56,0,1,1920,1080,127.33567457123111,Intel Core i3,Intel Core i3,0,256,0,0,Nvidia,Windows,0,0,1,0,1,0,0,0
Dell,Notebook,15.6,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8,1000 HDD,AMD Radeon R7 M445,Windows 10,2.36,34035.264,0,0,1920,1080,141.21199808219862,Intel Core i5,Intel Core i5,1000,0,0,0,AMD,Windows,1,0,0,0,0,1,0,0
Asus,Notebook,14.0,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8,256 SSD,Intel HD Graphics 620,Windows 10,2.0,50349.6,0,0,1920,1080,157.3505121487356,Intel Core i5,Intel Core i5,0,256,0,0,Intel,Windows,0,1,0,0,0,1,0,0
Microsoft,Ultrabook,13.5,Touchscreen 2256x1504,Intel Core i7 7660U 2.5GHz,16,512 SSD,Intel Iris Plus Graphics 640,Windows 10 S,1.25,137941.91999999998,1,0,2256,1504,200.84255993695703,Intel Core i7,Intel Core i7,0,512,0,0,Intel,Windows,0,1,0,0,0,0,1,0
Lenovo,Ultrabook,14.0,Full HD 1920x1080,Intel Core i7 6600U 2.6GHz,8,256 SSD,Intel HD Graphics 520,Windows 7,1.7,79866.72,0,0,1920,1080,157.3505121487356,Intel Core i7,Intel Core i7,0,256,0,0,Intel,Windows,0,1,0,0,0,0,1,0
Apple,Ultrabook,13.3,IPS Panel Retina Display 2560x1600,Intel Core i5 2.0GHz,8,256 SSD,Intel Iris Graphics 540,macOS,1.37,75604.31999999999,0,1,2560,1600,226.98300468106115,Intel Core i5,Intel Core i5,0,256,0,0,Intel,Mac,0,1,0,0,0,1,0,0
HP,Notebook,15.6,1366x768,Intel Core i5 6200U 2.3GHz,4,500 HDD,Intel HD Graphics 520,Windows 7,1.88,49656.96,0,0,1366,768,100.45466986113651,Intel Core i5,Intel Core i5,500,0,0,0,Intel,Windows,0,1,0,0,0,1,0,0
HP,Ultrabook,14.0,IPS Panel Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8,256 SSD,Intel HD Graphics 620,Windows 10,1.36,93240.0,0,1,1920,1080,157.3505121487356,Intel Core i7,Intel Core i7,0,256,0,0,Intel,Windows,0,1,0,0,0,0,1,0
MSI,Gaming,15.6,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8,128 SSD +  1000 HDD,Nvidia GeForce GTX 1050 Ti,Windows 10,2.2,63499.10399999999,0,0,1920,1080,141.21199808219862,Intel Core i7,Intel Core i7,1000,128,0,0,Nvidia,Windows,0,0,1,0,0,0,1,0
Lenovo,Notebook,15.6,Full HD 1920x1080,Intel Core i5 6200U 2.3GHz,8,1000 HDD,AMD Radeon R5 M330,No OS,2.32,31914.72,0,0,1920,1080,141.21199808219862,Intel Core i5,Intel Core i5,1000,0,0,0,AMD,Others/No OS/Linux,1,0,0,0,0,1,0,0
Lenovo,Notebook,15.6,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,4,1000 HDD +  1000 HDD,Intel HD Graphics 620,Windows 10,2.1,33110.856,0,0,1920,1080,141.21199808219862,Intel Core i5,Intel Core i5,2000,0,0,0,Intel,Windows,0,1,0,0,0,1,0,0
HP,Notebook,15.6,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8,256 SSD,Intel HD Graphics 620,Windows 10,2.04,57009.6,0,0,1920,1080,141.21199808219862,Intel Core i7,Intel Core i7,0,256,0,0,Intel,Windows,0,1,0,0,0,0,1,0
Lenovo,Ultrabook,12.5,IPS Panel Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8,256 SSD,Intel HD Graphics 620,Windows 10,1.36,87912.0,0,1,1920,1080,176.23257360658386,Intel Core i7,Intel Core i7,0,256,0,0,Intel,Windows,0,1,0,0,0,0,1,0
Lenovo,Notebook,15.6,IPS Panel Full HD 1920x1080,Intel Core i5 6300HQ 2.3GHz,4,1000 HDD,Nvidia GeForce GTX 950M,Windows 10,2.3,52054.56,0,1,1920,1080,141.21199808219862,Intel Core i5,Intel Core i5,1000,0,0,0,Nvidia,Windows,0,0,1,0,0,1,0,0
Dell,Notebook,15.6,Full HD 1920x1080,Intel Core i5 7300U 2.6GHz,8,500 HDD,Intel HD Graphics 620,Windows 10,1.9,49816.8,0,0,1920,1080,141.21199808219862,Intel Core i5,Intel Core i5,500,0,0,0,Intel,Windows,0,1,0,0,0,1,0,0
HP,Notebook,15.6,1366x768,Intel Celeron Dual Core N3060 1.6GHz,4,128 SSD,Intel HD Graphics 400,No OS,1.86,15930.72,0,0,1366,768,100.45466986113651,Intel Celeron Dual,Other Intel Processor,0,128,0,0,Intel,Others/No OS/Linux,0,1,0,0,0,0,0,1
HP,Notebook,14.0,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8,256 SSD,Intel HD Graphics 620,Windows 10,1.95,52214.4,0,0,1920,1080,157.3505121487356,Intel Core i5,Intel Core i5,0,256,0,0,Intel,Windows,0,1,0,0,0,1,0,0
Lenovo,Notebook,14.0,IPS Panel Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8,256 SSD,Intel HD Graphics 620,Windows 10,1.9,49976.64,0,1,1920,1080,157.3505121487356,Intel Core i5,Intel Core i5,0,256,0,0,Intel,Windows,0,1,0,0,0,1,0,0
HP,2 in 1 Convertible,11.6,Touchscreen 1366x768,Intel Celeron Dual Core N3350 1.1GHz,8,64 Flash Storage,Intel HD Graphics 500,Chrome OS,1.4,26373.6,1,0,1366,768,135.0942111925629,Intel Celeron Dual,Other Intel Processor,0,0,0,64,Intel,Others/No OS/Linux,0,1,0,0,0,0,0,1
Lenovo,Notebook,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 6700HQ 2.6GHz,8,1000 HDD,Nvidia GeForce GTX 960M,Windows 10,2.6,47898.72,0,1,1920,1080,141.21199808219862,Intel Core i7,Intel Core i7,1000,0,0,0,Nvidia,Windows,0,0,1,0,0,0,1,0
HP,Ultrabook,15.6,Full HD 1920x1080,Intel Core i7 6500U 2.5GHz,8,256 SSD,Intel HD Graphics 520,Windows 7,1.88,115709.2416,0,0,1920,1080,141.21199808219862,Intel Core i7,Intel Core i7,0,256,0,0,Intel,Windows,0,1,0,0,0,0,1,0
